blank-NC-01,blank-NC-02,blank-NC-03,blank-NC-04,blank-NC-05,negative-CSF-01,negative-CSF-02,negative-CSF-03,negative-CSF-04,negative-CSF-05,negative-CSF-06,negative-CSF-07,negative-CSF-08,negative-CSF-09,negative-CSF-10,negative-CSF-11,negative-CSF-12,negative-CSF-13,negative-CSF-14,negative-CSF-15,negative-CSF-16,negative-CSF-17,negative-CSF-18,negative-CSF-19,mos-CSF-01,pae-CSF-01,pae-CSF-02,pae-CSF-03,pae-CSF-04,pae-CSF-05,pae-CSF-06,eco-CSF-01,eco-CSF-02,eco-CSF-03,eco-CSF-04,eco-CSF-05,eco-CSF-06,eco-CSF-07,eco-CSF-08,negative-CSF-20,negative-CSF-21,negative-CSF-22,negative-CSF-23,negative-CSF-24,negative-CSF-25,negative-CSF-26,negative-CSF-27,taxid
5.323766e-05,0.00011987898,9.023947e-05,4.26744e-05,5.951366e-05,9.951263686097336e-08,2.543698191227091e-07,1.045054566653e-06,0.0,0.0,1.128704751637e-06,0.0001593625498007,2.2401792143371e-05,7.2897303320472e-05,0.0,3.1839963247585e-05,0.0,0.0,0.0,0.0,0.0,1.3974320509145985e-07,1.9367750543373e-05,1.2965628119854e-05,1.868563732224353e-07,0.0,8.266746982706e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.593555914849296e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152682
0.0,4.06369e-06,2.25599e-06,1.7781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.980079681274e-06,0.0,5.206950237176e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.511164655137494e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.888188643640458e-07,0.0,0.0,1.326172004508985e-07,0.0,0.0,1549858
1.61326e-06,2.03185e-06,0.0,5.3343e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.612435359481983e-07,1.9920318725099e-05,2.133504013654e-06,2.603475118588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863372
1.29061e-05,1.015924e-05,4.0607760000000005e-05,1.06686e-05,8.04239e-06,0.0,0.0,5.225272833266595e-07,0.0,0.0,0.0,1.4940239043824e-05,3.200256020481e-06,1.8224325830118e-05,0.0,6.822849267339001e-06,1.537876435626876e-07,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,2.59312562397e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3968655733399825e-07,0.0,80866
4.83979e-06,6.09554e-06,4.511970000000001e-06,3.5562e-06,3.21695e-06,0.0,0.0,1.741757611088865e-07,0.0,0.0,0.0,0.0,1.066752006827e-06,2.603475118588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.888188643640458e-07,0.0,0.0,0.0,0.0,0.0,180282
4.83979e-06,4.06369e-06,3.609579e-05,5.3343e-06,6.43391e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.9920318725099e-05,0.0,2.603475118588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35979827120687e-07,0.0,0.0,0.0,0.0,488447
0.00031781267,0.00015035669,0.00016017506,0.00010135171,0.00017693251,0.0,0.0,2.612636416633e-06,0.0,0.0,5.482280222238001e-06,0.000253984063745,9.4940928607621e-05,0.0001952606338941,2.309569632485113e-07,3.8662812514924e-05,4.613629306880629e-07,0.0,0.0,0.0,0.0,0.0,3.8735501086746e-05,6.482814059927e-06,0.0,0.0,1.3777911637843738e-07,1.272033852382507e-07,1.4027810976930426e-07,0.0,0.0,0.0,0.0,0.0,1.3074788969637336e-07,0.0,0.0,2.5077954822565945e-07,0.0,0.0,2.0656927476213032e-07,1.888188643640458e-07,0.0,2.0548387136545265e-07,0.0,0.0,1.602138149488782e-07,190721
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078471
2.903872e-05,2.844586e-05,5.414368e-05,1.7780999999999998e-05,2.0910210000000003e-05,0.0,0.0,1.741757611088865e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43990
0.00130028942,0.00121301276,0.002398114,0.0010579696199999,0.000957044,3.283917016412e-06,2.289328372104e-06,2.5778012644115e-05,0.0,0.0,3.7247256804033e-05,0.0001792828685258,2.1335040136544e-05,0.0001067424798621,1.1547848162425565e-07,0.0001182627206338,6.151505742507504e-07,0.0,1.299153471597907e-07,0.0,2.533636558956709e-07,1.117945640731e-06,9.1458822010372e-05,1.296562811985e-06,1.868563732224353e-07,0.0,1.3777911637843738e-07,1.272033852382507e-07,0.0,2.4183089201017334e-07,1.1422769966887677e-07,3.83148955670049e-07,4.36410736984268e-07,1.3768386820074032e-07,1.3074788969637336e-07,1.819640177072825e-07,0.0,1.2538977411282973e-07,2.523363507293593e-07,1.4366538378267797e-07,4.131385495242608e-07,0.0,0.0,1.027419356827e-06,2.65234400901797e-07,2.793731146679965e-07,3.204276298977564e-07,1747
1.129284e-05,0.0,0.0,1.7781e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106648
1.61326e-06,4.06369e-06,4.511970000000001e-06,0.0,1.60848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1422769966887677e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108981
6.45305e-06,8.12739e-06,6.76796e-06,2.31153e-05,8.04239e-06,0.0,1.2718490956135454e-07,1.741757611088865e-07,0.0,0.0,4.837306078445949e-07,1.9920318725099e-05,3.200256020481e-06,5.206950237176e-06,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.379930706492e-06,0.0,3.737127464448706e-07,5.783658215874464e-07,1.3777911637843738e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2616817536467965e-07,1.4366538378267797e-07,1.445984923334e-06,0.0,0.0,0.0,0.0,0.0,0.0,470
3.22652e-06,2.03185e-06,6.76796e-06,1.42248e-05,1.60848e-06,0.0,0.0,3.48351522217773e-07,0.0,0.0,1.612435359481983e-07,1.4940239043824e-05,5.333760034136001e-06,5.206950237176e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4547024566142262e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106654
1.451936e-05,6.09554e-06,2.481586e-05,7.290211e-05,4.82543e-06,0.0,0.0,1.741757611088865e-07,0.0,0.0,3.063627183015e-06,4.9800796812749006e-05,6.400512040963e-06,1.8224325830118e-05,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.151972282597e-06,0.0,0.0,0.0,0.0,1.272033852382507e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4366538378267797e-07,0.0,1.888188643640458e-07,0.0,0.0,0.0,0.0,0.0,1530123
5.162438999999999e-05,3.250955e-05,7.670355e-05,3.73401e-05,2.573564e-05,0.0,0.0,1.219230327762e-06,0.0,0.0,1.6124353594809998e-06,9.960159362549e-06,4.6937088300397e-05,2.0827800948706e-05,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.531902989089e-06,1.296562811985e-06,0.000425098249081,0.0,0.0,0.0,5.611124390772169e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.187111829698592e-07,0.0,1.2616817536467965e-07,1.4366538378267797e-07,0.0,0.0,0.0,0.0,1.326172004508985e-07,0.0,1.602138149488782e-07,34062
7.421007e-05,0.00040636943,0.00026395046,5.334301e-05,8.364082e-05,0.0,1.2718490956135454e-07,8.708788055444324e-07,1.600431220187e-06,0.0,3.708601326808e-06,2.9880478087649e-05,0.0,2.603475118588e-06,0.0,4.548566178226e-06,0.0,2.7561397836926374e-07,5.196613886391e-06,1.256833719139391e-07,0.0,0.0,3.7659514945447e-05,0.0,0.0,0.0016211593979096,0.0020862513802022,0.0025420324506012,0.0026965661040953,0.0035452408768691,0.0031675341118179,1.2771631855668304e-07,1.4547024566142262e-07,0.0,0.0,0.0,1.593555914849296e-07,2.382405708143e-06,1.2616817536467965e-07,1.4366538378267797e-07,4.131385495242608e-07,0.0,0.0,0.0,2.65234400901797e-07,0.0,0.0,287
0.00016132623,0.0001076879,0.00018047895,0.00011024221,8.685778e-05,9.951263686097336e-08,0.0,1.045054566653e-06,0.0,0.0,4.837306078445949e-07,0.0,0.0,5.206950237176e-06,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4183089201017334e-07,0.0,0.0,1.4547024566142262e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.4366538378267797e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.602138149488782e-07,301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78202435640219e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648
3.22652e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2248707189639653e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727
1.61326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285
1.61326e-06,2.03185e-06,2.25599e-06,1.7781e-06,1.60848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225991
8.227638000000001e-05,0.00011175159,0.00017371099,2.13372e-05,2.734411e-05,0.0,0.0,1.045054566653e-06,0.0,0.0,4.837306078445949e-07,4.980079681274e-06,0.0,2.603475118588e-06,1.1547848162425565e-07,9.097132356452e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3777911637843738e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0548387136545265e-07,0.0,0.0,3.204276298977564e-07,225992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483
1.61326e-06,0.0,1.127993e-05,0.0,3.21695e-06,0.0,0.0,3.48351522217773e-07,0.0,0.0,1.612435359481983e-07,0.0,5.333760034136001e-06,2.603475118588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292
0.0,0.0,6.76796e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200256020481e-06,2.6034751185882e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29382
3.065198e-05,1.828662e-05,9.700743e-05,2.66715e-05,1.930173e-05,0.0,0.0,1.045054566653e-06,0.0,0.0,1.612435359481983e-07,4.980079681274e-06,9.600768061444e-06,0.0002160884348428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7948641018291965e-07,2.151972282597e-06,0.0,0.0,0.0,0.0,0.0,1.4027810976930426e-07,0.0,0.0,0.0,0.0,0.0,1.3074788969637336e-07,0.0,0.0,0.0,1.2616817536467965e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294699
3.22652e-06,2.03185e-06,2.25599e-06,3.5562e-06,1.60848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28037
1.774589e-05,1.015924e-05,4.0607760000000005e-05,1.6002900000000002e-05,6.43391e-06,9.951263686097336e-08,0.0,3.48351522217773e-07,0.0,0.0,0.0,0.0,6.400512040963e-06,0.0,0.0,2.274283089113e-06,0.0,0.0,1.299153471597907e-07,0.0,0.0,0.0,2.151972282597e-06,1.296562811985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270
3.549177e-05,3.657325e-05,7.219158e-05,2.84496e-05,2.573564e-05,0.0,1.2718490956135454e-07,3.48351522217773e-07,0.0,0.0,1.612435359481983e-07,0.0,0.0,0.0,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.209154460050867e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38284
3.22652e-06,2.03185e-06,4.511970000000001e-06,1.7781e-06,1.60848e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38290
2.742546e-05,5.892357e-05,5.865566e-05,3.91182e-05,1.769325e-05,9.951263686097336e-08,0.0,5.225272833266595e-07,0.0,0.0,1.612435359481983e-07,1.4940239043824e-05,0.0,2.603475118588e-06,0.0,2.274283089113e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.151972282597e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76773
1.774589e-05,1.625478e-05,2.255987e-05,1.42248e-05,1.125934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28090
4.83979e-06,1.015924e-05,2.255987e-05,7.1124e-06,3.21695e-06,0.0,1.2718490956135454e-07,0.0,0.0,0.0,1.612435359481983e-07,0.0,0.0,0.0,0.0,4.548566178226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3074788969637336e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.326172004508985e-07,0.0,0.0,40215
4.83979e-06,2.03185e-06,1.127993e-05,1.42248e-05,1.930173e-05,0.0,0.0,1.741757611088865e-07,0.0,0.0,0.0,0.0,0.0,2.603475118588e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296562811985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106649
0.0,4.06369e-06,2.25599e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378069891846319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587753
3.22652e-06,1.625478e-05,4.511970000000001e-06,0.0,6.43391e-06,0.0,0.0,0.0,0.0,0.0,1.612435359481983e-07,4.980079681274e-06,1.066752006827e-06,2.603475118588e-06,0.0,0.0,1.537876435626876e-07,0.0,0.0,0.0,0.0,0.0,1.075986141298e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69218
1.61326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83655
